design_name,clock_frequency_mhz,toggle_rate,static_probability,cell_count,seq_cell_count,total_area,logic_depth,dynamic_power,leakage_power,power_units,vdd,temperature,process,pvt_corner
full_half_add_1bit,450,0.63,0.90,11,0,0.137088,4,5.0798,718.9666,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.90,0.10,11,0,0.137088,4,6.9570,448.9404,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.90,0.37,11,0,0.137088,4,6.9530,541.2358,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.90,0.63,11,0,0.137088,4,6.9492,638.6167,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.90,0.90,11,0,0.137088,4,6.9452,748.5741,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.10,0.10,11,0,0.137088,4,828.6477,582.0941,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.10,0.37,11,0,0.137088,4,865.0713,601.9952,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.10,0.63,11,0,0.137088,4,888.3944,627.8544,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.10,0.90,11,0,0.137088,4,905.9966,706.9115,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.37,0.10,11,0,0.137088,4,2.9512,572.4417,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.37,0.37,11,0,0.137088,4,3.0709,603.7477,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.37,0.63,11,0,0.137088,4,3.1658,626.9862,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.37,0.90,11,0,0.137088,4,3.1958,706.6728,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.63,0.10,11,0,0.137088,4,4.9185,552.9755,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.63,0.37,11,0,0.137088,4,5.0553,603.5083,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.63,0.63,11,0,0.137088,4,5.2205,626.9977,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.63,0.90,11,0,0.137088,4,5.2164,711.8293,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.90,0.10,11,0,0.137088,4,6.9169,534.2147,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.90,0.37,11,0,0.137088,4,6.9929,603.1209,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.90,0.63,11,0,0.137088,4,7.2271,627.2948,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,600,0.90,0.90,11,0,0.137088,4,7.2092,721.3303,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
